time 	S 	I 	R 	V 	E
964.00 	89.59 	379.96 	434.99 	82.76 	12.70
965.00 	89.61 	379.90 	435.07 	82.72 	12.70
966.00 	89.63 	379.84 	435.15 	82.68 	12.70
967.00 	89.65 	379.78 	435.23 	82.64 	12.70
968.00 	89.67 	379.72 	435.31 	82.60 	12.70
969.00 	89.69 	379.66 	435.38 	82.57 	12.70
970.00 	89.71 	379.60 	435.46 	82.53 	12.70
971.00 	89.73 	379.54 	435.54 	82.49 	12.70
972.00 	89.75 	379.48 	435.62 	82.45 	12.70
973.00 	89.76 	379.43 	435.69 	82.41 	12.71
974.00 	89.78 	379.37 	435.77 	82.37 	12.71
975.00 	89.80 	379.31 	435.85 	82.33 	12.71
976.00 	89.82 	379.26 	435.93 	82.29 	12.71
977.00 	89.84 	379.20 	436.00 	82.25 	12.71
978.00 	89.86 	379.14 	436.08 	82.21 	12.71
979.00 	89.88 	379.09 	436.15 	82.17 	12.71
980.00 	89.89 	379.03 	436.23 	82.14 	12.71
981.00 	89.91 	378.98 	436.30 	82.10 	12.71
982.00 	89.93 	378.92 	436.38 	82.06 	12.71
983.00 	89.95 	378.87 	436.45 	82.02 	12.71
984.00 	89.97 	378.81 	436.53 	81.98 	12.71
985.00 	89.98 	378.76 	436.60 	81.95 	12.71
986.00 	90.00 	378.70 	436.67 	81.91 	12.71
987.00 	90.02 	378.65 	436.75 	81.87 	12.72
988.00 	90.04 	378.60 	436.82 	81.83 	12.72
989.00 	90.05 	378.54 	436.89 	81.79 	12.72
990.00 	90.07 	378.49 	436.96 	81.76 	12.72
991.00 	90.09 	378.44 	437.04 	81.72 	12.72
992.00 	90.11 	378.38 	437.11 	81.68 	12.72
993.00 	90.12 	378.33 	437.18 	81.65 	12.72
994.00 	90.14 	378.28 	437.25 	81.61 	12.72
995.00 	90.16 	378.23 	437.32 	81.57 	12.72
996.00 	90.17 	378.18 	437.39 	81.53 	12.72
997.00 	90.19 	378.12 	437.46 	81.50 	12.72
998.00 	90.21 	378.07 	437.53 	81.46 	12.72
999.00 	90.22 	378.02 	437.60 	81.42 	12.72
1000.00 90.24 	377.97 	437.67 	81.39 	12.72
